vehicle_id,split,image_stem,obj_idx,class_name,L1,L2,L3,xmin,ymin,xmax,ymax,occluded,truncated
train_1665_000,train,1665,0,scooter_TVS_Jupiter,scooter,TVS,Jupiter,396,682,618,875,0,0
train_1665_001,train,1665,1,scooter_Honda_Activa,scooter,Honda,Activa,1138,659,1267,889,0,0
train_1665_002,train,1665,2,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,938,689,1122,976,0,0
train_1668_000,train,1668,0,autorickshaw_Others,autorickshaw,Others,Others,496,577,674,704,0,0
train_1668_001,train,1668,1,car_Honda_City,car,Honda,City,0,586,152,841,0,0
train_1668_002,train,1668,2,car_Renault_Kwid,car,Renault,Kwid,998,604,1120,704,0,0
train_1668_003,train,1668,3,motorcycle_Honda_Shine,motorcycle,Honda,Shine,556,770,825,1080,0,0
train_1668_004,train,1668,4,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,787,608,997,778,0,0
train_1668_005,train,1668,5,car_MarutiSuzuki_VitaraBrezza,car,MarutiSuzuki,VitaraBrezza,75,574,371,760,0,0
train_1668_006,train,1668,6,bus,bus,bus,bus,1429,152,1918,1064,0,0
train_1669_000,train,1669,0,autorickshaw_TVS,autorickshaw,TVS,TVS,351,336,493,506,0,0
train_1669_001,train,1669,1,car_Others,car,Others,Others,1165,334,1280,429,0,0
train_1669_002,train,1669,2,car_TataMotors_Sumo,car,TataMotors,Sumo,988,292,1188,421,0,0
train_167_000,train,167,0,car_Mercedes-Benz_Gla-Class,car,Mercedes-Benz,Gla-Class,1098,576,1749,1036,0,0
train_167_001,train,167,1,scooter_TVS_Jupiter,scooter,TVS,Jupiter,653,667,898,1064,0,0
train_167_002,train,167,2,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1013,560,1232,752,0,0
train_167_003,train,167,3,mini-bus_Others,mini-bus,Others,Others,678,386,1000,692,0,0
train_1672_000,train,1672,0,truck_Eicher,truck,Eicher,Eicher,1101,463,1367,782,0,0
train_1672_001,train,1672,1,motorcycle_Others,motorcycle,Others,Others,114,598,213,700,0,0
train_1672_002,train,1672,2,motorcycle_RoyalEnfield_Bullet350,motorcycle,RoyalEnfield,Bullet350,11,819,527,1078,0,0
train_1672_003,train,1672,3,motorcycle_TVS_XL100,motorcycle,TVS,XL100,382,652,571,785,0,0
train_1672_004,train,1672,4,scooter_Honda_Activa,scooter,Honda,Activa,6,689,193,938,0,0
train_1672_005,train,1672,5,car_Others,car,Others,Others,1618,648,1917,848,0,0
train_1672_006,train,1672,6,scooter_TVS_Jupiter,scooter,TVS,Jupiter,1115,688,1238,912,0,0
train_1672_007,train,1672,7,car_TataMotors_Indica,car,TataMotors,Indica,873,638,1087,825,0,0
train_1672_008,train,1672,8,truck_Tata,truck,Tata,Tata,1366,512,1587,753,0,0
train_1673_000,train,1673,0,autorickshaw_Others,autorickshaw,Others,Others,44,343,435,720,0,0
train_1673_001,train,1673,1,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,543,340,723,570,0,0
train_1673_002,train,1673,2,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,414,342,522,467,0,0
train_1673_003,train,1673,3,autorickshaw_Others,autorickshaw,Others,Others,832,341,917,406,0,0
train_1674_000,train,1674,0,motorcycle_Hero_PassionPlus,motorcycle,Hero,PassionPlus,805,526,976,744,0,0
train_1674_001,train,1674,1,car_Others,car,Others,Others,1384,475,1507,553,0,0
train_1674_002,train,1674,2,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1,666,257,1080,0,0
train_1674_003,train,1674,3,car_Ford_Figo,car,Ford,Figo,1666,496,1920,797,0,0
train_1676_000,train,1676,0,scooter_Honda_Activa,scooter,Honda,Activa,343,580,493,700,0,0
train_1676_001,train,1676,1,truck_Others,truck,Others,Others,597,424,764,602,0,0
train_1676_002,train,1676,2,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,1107,487,1241,591,0,0
train_1676_003,train,1676,3,car_Honda_Jazz,car,Honda,Jazz,847,468,1035,652,0,0
train_1676_004,train,1676,4,autorickshaw_TVS,autorickshaw,TVS,TVS,58,492,373,806,0,0
train_1677_000,train,1677,0,scooter_Honda_Activa,scooter,Honda,Activa,599,625,698,776,0,0
train_1677_001,train,1677,1,scooter_Honda_Activa,scooter,Honda,Activa,1,711,139,908,0,0
train_1677_002,train,1677,2,truck_Tata,truck,Tata,Tata,988,550,1066,635,0,0
train_1677_003,train,1677,3,motorcycle_RoyalEnfield_Classic350,motorcycle,RoyalEnfield,Classic350,456,591,568,772,0,0
train_1678_000,train,1678,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,3,629,258,797,0,0
train_1678_001,train,1678,1,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,1096,628,1174,769,0,0
train_1678_002,train,1678,2,car_Mahindra_XUV500,car,Mahindra,XUV500,606,577,834,742,0,0
train_168_000,train,168,0,car_Toyota_Etios,car,Toyota,Etios,1241,541,1371,618,0,0
train_168_001,train,168,1,truck_Others,truck,Others,Others,0,312,517,774,0,0
train_168_002,train,168,2,scooter_Suzuki_Access,scooter,Suzuki,Access,62,736,496,1080,0,0
train_168_003,train,168,3,truck_Others,truck,Others,Others,601,453,763,630,0,0
train_168_004,train,168,4,truck_Others,truck,Others,Others,1492,416,1771,639,0,0
train_168_005,train,168,5,mini-bus_Others,mini-bus,Others,Others,831,486,952,651,0,0
train_168_006,train,168,6,scooter_Honda_Activa,scooter,Honda,Activa,1097,615,1197,779,0,0
train_168_007,train,168,7,car_Hyundai_Verna,car,Hyundai,Verna,655,565,956,831,0,0
train_1680_000,train,1680,0,car_Toyota_Innova,car,Toyota,Innova,819,555,1120,756,0,0
train_1680_001,train,1680,1,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,1393,600,1920,958,0,0
train_1680_002,train,1680,2,car_Hyundai_Xcent,car,Hyundai,Xcent,343,611,1243,1080,0,0
train_1680_003,train,1680,3,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,1211,579,1474,787,0,0
train_1680_004,train,1680,4,motorcycle_RoyalEnfield_Classic350,motorcycle,RoyalEnfield,Classic350,1107,615,1191,762,0,0
train_1681_000,train,1681,0,bus,bus,bus,bus,954,435,1268,790,0,0
train_1682_000,train,1682,0,truck_Eicher,truck,Eicher,Eicher,1479,284,1920,794,0,0
train_1682_001,train,1682,1,motorcycle_Others,motorcycle,Others,Others,894,606,972,743,0,0
train_1684_000,train,1684,0,scooter_Honda_Activa,scooter,Honda,Activa,1618,612,1694,743,0,0
train_1684_001,train,1684,1,autorickshaw_Others,autorickshaw,Others,Others,1111,555,1369,862,0,0
train_1684_002,train,1684,2,autorickshaw_Others,autorickshaw,Others,Others,1,598,207,949,0,0
train_1684_003,train,1684,3,autorickshaw_Others,autorickshaw,Others,Others,993,559,1150,782,0,0
train_1684_004,train,1684,4,autorickshaw_Piaggio,autorickshaw,Piaggio,Piaggio,1400,511,1636,814,0,0
train_1684_005,train,1684,5,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,212,672,413,841,0,0
train_1684_006,train,1684,6,autorickshaw_Piaggio,autorickshaw,Piaggio,Piaggio,1696,623,1920,1037,0,0
train_1684_007,train,1684,7,scooter_Honda_Activa,scooter,Honda,Activa,360,677,635,922,0,0
train_1684_008,train,1684,8,motorcycle_Bajaj_Pulsar220F,motorcycle,Bajaj,Pulsar220F,845,669,964,865,0,0
train_1685_000,train,1685,0,car_MarutiSuzuki_WagonR,car,MarutiSuzuki,WagonR,1220,604,1367,753,0,0
train_1685_001,train,1685,1,autorickshaw_Atul,autorickshaw,Atul,Atul,1005,600,1101,726,0,0
train_1685_002,train,1685,2,autorickshaw_Atul,autorickshaw,Atul,Atul,829,596,969,765,0,0
train_1685_003,train,1685,3,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1495,640,1919,1080,0,0
train_1685_004,train,1685,4,scooter_Yamaha_Fascino125,scooter,Yamaha,Fascino125,1303,667,1409,813,0,0
train_1685_005,train,1685,5,car_Hyundai_Santro,car,Hyundai,Santro,1515,600,1626,670,0,0
train_1685_006,train,1685,6,scooter_TVS_Jupiter,scooter,TVS,Jupiter,1285,768,1638,1079,0,0
train_1685_007,train,1685,7,car_Hyundai_I10,car,Hyundai,I10,667,615,837,745,0,0
train_1685_008,train,1685,8,car_Renault_Duster,car,Renault,Duster,42,610,725,1043,0,0
train_1685_009,train,1685,9,car_Chevrolet_Beat,car,Chevrolet,Beat,1055,616,1249,802,0,0
train_1686_000,train,1686,0,truck_Others,truck,Others,Others,1,425,370,701,0,0
train_1686_001,train,1686,1,scooter_Honda_Activa,scooter,Honda,Activa,728,661,934,1027,0,0
train_1687_000,train,1687,0,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,257,654,468,920,0,0
train_1687_001,train,1687,1,bus,bus,bus,bus,1565,280,1918,836,0,0
train_1687_002,train,1687,2,autorickshaw_Others,autorickshaw,Others,Others,704,549,793,626,0,0
train_1687_003,train,1687,3,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,866,556,941,620,0,0
train_1687_004,train,1687,4,motorcycle_TVS_XL100,motorcycle,TVS,XL100,936,584,971,633,0,0
train_1689_000,train,1689,0,scooter_Bajaj_Chetak,scooter,Bajaj,Chetak,1658,607,1750,691,0,0
train_1689_001,train,1689,1,motorcycle_TVS_XL100,motorcycle,TVS,XL100,300,602,450,734,0,0
train_1689_002,train,1689,2,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,750,555,844,658,0,0
train_1689_003,train,1689,3,scooter_Honda_Activa,scooter,Honda,Activa,1182,604,1248,707,0,0
train_1689_004,train,1689,4,autorickshaw_Others,autorickshaw,Others,Others,429,559,726,826,0,0
train_169_000,train,169,0,autorickshaw_Piaggio,autorickshaw,Piaggio,Piaggio,731,561,1023,861,0,0
train_169_001,train,169,1,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,1568,482,1920,870,0,0
train_169_002,train,169,2,bus,bus,bus,bus,1326,468,1641,701,0,0
train_169_003,train,169,3,autorickshaw_Others,autorickshaw,Others,Others,218,558,701,1080,0,0
train_169_004,train,169,4,autorickshaw_Others,autorickshaw,Others,Others,989,561,1136,762,0,0
train_169_005,train,169,5,autorickshaw_Others,autorickshaw,Others,Others,610,565,760,793,0,0
train_1690_000,train,1690,0,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,0,385,108,531,0,0
train_1690_001,train,1690,1,car_Others,car,Others,Others,1549,529,1850,652,0,0
train_1690_002,train,1690,2,car_Others,car,Others,Others,1530,569,1920,714,0,0
train_1690_003,train,1690,3,autorickshaw_Others,autorickshaw,Others,Others,1220,478,1409,614,0,0
train_1690_004,train,1690,4,scooter_Honda_Activa,scooter,Honda,Activa,820,517,927,625,0,0
train_1691_000,train,1691,0,car_Hyundai_I20,car,Hyundai,I20,204,514,610,801,0,0
train_1691_001,train,1691,1,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1240,542,1442,756,0,0
train_1691_002,train,1691,2,motorcycle_Others,motorcycle,Others,Others,619,568,760,674,0,0
train_1691_003,train,1691,3,autorickshaw_Others,autorickshaw,Others,Others,749,530,994,825,0,0
train_1691_004,train,1691,4,car_Others,car,Others,Others,1426,554,1614,658,0,0
train_1691_005,train,1691,5,motorcycle_TVS_XL100,motorcycle,TVS,XL100,59,632,210,812,0,0
train_1691_006,train,1691,6,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1674,553,1883,756,0,0
train_1692_000,train,1692,0,mini-bus_Others,mini-bus,Others,Others,1259,411,1724,717,0,0
train_1692_001,train,1692,1,car_TataMotors_Indica,car,TataMotors,Indica,2,628,833,1080,0,0
train_1692_002,train,1692,2,car_Toyota_Innova,car,Toyota,Innova,964,551,1677,1078,0,0
train_1692_003,train,1692,3,scooter_Honda_Activa,scooter,Honda,Activa,815,626,943,842,0,0
train_1693_000,train,1693,0,car_MarutiSuzuki_Ritz,car,MarutiSuzuki,Ritz,758,339,835,406,0,0
train_1693_001,train,1693,1,car_Toyota_Innova,car,Toyota,Innova,882,327,965,384,0,0
train_1693_002,train,1693,2,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1005,332,1278,609,0,0
train_1693_003,train,1693,3,car_Honda_Amaze,car,Honda,Amaze,597,350,788,529,0,0
train_1693_004,train,1693,4,scooter_Honda_Dio,scooter,Honda,Dio,834,378,904,459,0,0
train_1694_000,train,1694,0,autorickshaw_Others,autorickshaw,Others,Others,1533,545,1709,682,0,0
train_1694_001,train,1694,1,motorcycle_RoyalEnfield_Classic350,motorcycle,RoyalEnfield,Classic350,473,608,674,722,0,0
train_1694_002,train,1694,2,scooter_TVS_Jupiter,scooter,TVS,Jupiter,1603,581,1724,686,0,0
train_1694_003,train,1694,3,scooter_Honda_Activa,scooter,Honda,Activa,233,609,444,765,0,0
train_1694_004,train,1694,4,car_Toyota_Etios,car,Toyota,Etios,1095,589,1493,783,0,0
train_1695_000,train,1695,0,bus,bus,bus,bus,1,282,897,816,0,0
train_1697_000,train,1697,0,truck_Eicher,truck,Eicher,Eicher,1163,491,1587,864,0,0
train_1697_001,train,1697,1,car_TataMotors_Indica,car,TataMotors,Indica,1412,637,1919,1079,0,0
train_1698_000,train,1698,0,motorcycle_Hero_Passion,motorcycle,Hero,Passion,969,566,1171,726,0,0
train_1698_001,train,1698,1,motorcycle_Honda_Shine,motorcycle,Honda,Shine,1365,592,1451,710,0,0
train_1698_002,train,1698,2,motorcycle_Suzuki_Slingshot,motorcycle,Suzuki,Slingshot,1338,751,1844,1080,0,0
train_1699_000,train,1699,0,bus,bus,bus,bus,1434,448,1905,701,0,0
train_1699_001,train,1699,1,truck_BharatBenz,truck,BharatBenz,BharatBenz,1179,499,1319,614,0,0
train_1699_002,train,1699,2,truck_Others,truck,Others,Others,903,463,1130,718,0,0
train_17_000,train,17,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,493,357,519,397,0,0
train_17_001,train,17,1,autorickshaw_Others,autorickshaw,Others,Others,558,335,603,373,0,0
train_17_002,train,17,2,scooter_Honda_Activa,scooter,Honda,Activa,1117,378,1207,468,0,0
train_17_003,train,17,3,scooter_Honda_Dio,scooter,Honda,Dio,1225,386,1280,460,0,0
train_17_004,train,17,4,car_Others,car,Others,Others,0,402,325,720,0,0
train_170_000,train,170,0,motorcycle_Honda_Shine,motorcycle,Honda,Shine,1489,736,1781,1079,0,0
train_170_001,train,170,1,scooter_Honda_Activa,scooter,Honda,Activa,806,602,848,667,0,0
train_170_002,train,170,2,scooter_Honda_Activa,scooter,Honda,Activa,1113,593,1149,643,0,0
train_170_003,train,170,3,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,570,625,776,740,0,0
train_170_004,train,170,4,autorickshaw_Others,autorickshaw,Others,Others,1370,561,1581,713,0,0
train_170_005,train,170,5,autorickshaw_Others,autorickshaw,Others,Others,1662,571,1891,743,0,0
train_170_006,train,170,6,motorcycle_Bajaj_CT100,motorcycle,Bajaj,CT100,1247,607,1345,754,0,0
train_170_007,train,170,7,scooter_Honda_Activa,scooter,Honda,Activa,1783,654,1919,794,0,0
train_1700_000,train,1700,0,car_TataMotors_Indica,car,TataMotors,Indica,979,506,1118,624,0,0
train_1700_001,train,1700,1,car_Volkswagen_Polo,car,Volkswagen,Polo,1131,507,1370,682,0,0
train_1700_002,train,1700,2,autorickshaw_Others,autorickshaw,Others,Others,127,470,305,592,0,0
train_1700_003,train,1700,3,autorickshaw_Others,autorickshaw,Others,Others,759,464,924,670,0,0
train_1700_004,train,1700,4,car_TataMotors_Sumo,car,TataMotors,Sumo,1421,499,1621,632,0,0
train_1701_000,train,1701,0,bus,bus,bus,bus,714,522,907,672,0,0
train_1701_001,train,1701,1,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1309,607,1394,663,0,0
train_1701_002,train,1701,2,car_Toyota_Innova,car,Toyota,Innova,1184,597,1251,647,0,0
train_1701_003,train,1701,3,truck_Eicher,truck,Eicher,Eicher,960,514,1116,697,0,0
train_1701_004,train,1701,4,car_Toyota_Etios,car,Toyota,Etios,583,601,657,647,0,0
train_1701_005,train,1701,5,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,715,701,847,928,0,0
train_1701_006,train,1701,6,car_Volkswagen_Polo,car,Volkswagen,Polo,1466,619,1665,738,0,0
train_1702_000,train,1702,0,scooter_Honda_Activa,scooter,Honda,Activa,1441,615,1547,733,0,0
train_1702_001,train,1702,1,bus,bus,bus,bus,5,256,584,784,0,0
train_1702_002,train,1702,2,truck_Others,truck,Others,Others,565,260,1178,892,0,0
train_1702_003,train,1702,3,motorcycle_TVS_StarCityPlus,motorcycle,TVS,StarCityPlus,352,694,631,1078,0,0
train_1704_000,train,1704,0,bus,bus,bus,bus,720,406,1008,628,0,0
train_1704_001,train,1704,1,car_Toyota_Etios,car,Toyota,Etios,1510,553,1919,944,0,0
train_1704_002,train,1704,2,car_MarutiSuzuki_Celerio,car,MarutiSuzuki,Celerio,917,571,1723,1079,0,0
train_1704_003,train,1704,3,car_Volkswagen_Polo,car,Volkswagen,Polo,457,576,827,864,0,0
train_1704_004,train,1704,4,autorickshaw_Others,autorickshaw,Others,Others,4,567,588,1076,0,0
train_1705_000,train,1705,0,motorcycle_Bajaj_Pulsar220F,motorcycle,Bajaj,Pulsar220F,1821,656,1911,803,0,0
train_1705_001,train,1705,1,car_Toyota_Innova,car,Toyota,Innova,1486,562,1740,652,0,0
train_1705_002,train,1705,2,scooter_Honda_Activa,scooter,Honda,Activa,1280,644,1397,757,0,0
train_1705_003,train,1705,3,car_Others,car,Others,Others,870,575,1054,667,0,0
train_1706_000,train,1706,0,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,1208,530,1311,628,0,0
train_1706_001,train,1706,1,car_MarutiSuzuki_Ertiga,car,MarutiSuzuki,Ertiga,935,558,1067,676,0,0
train_1706_002,train,1706,2,car_Hyundai_I20,car,Hyundai,I20,1568,565,1920,736,0,0
train_1706_003,train,1706,3,motorcycle_Hero_HFDeluxe,motorcycle,Hero,HFDeluxe,773,603,837,695,0,0
train_1708_000,train,1708,0,car_TataMotors_Indica,car,TataMotors,Indica,24,649,537,989,0,0
train_1708_001,train,1708,1,mini-bus_Others,mini-bus,Others,Others,458,497,747,769,0,0
train_1708_002,train,1708,2,car_Ford_Figo,car,Ford,Figo,842,633,991,765,0,0
train_1709_000,train,1709,0,car_Mahindra_XUV500,car,Mahindra,XUV500,1609,472,1745,538,0,0
train_1709_001,train,1709,1,bus,bus,bus,bus,287,152,992,829,0,0
train_171_000,train,171,0,autorickshaw_Others,autorickshaw,Others,Others,3,563,369,1079,0,0
train_171_001,train,171,1,autorickshaw_Piaggio,autorickshaw,Piaggio,Piaggio,316,579,496,715,0,0
train_171_002,train,171,2,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,825,708,949,865,0,0
train_171_003,train,171,3,scooter_TVS_Jupiter,scooter,TVS,Jupiter,326,646,516,811,0,0
train_171_004,train,171,4,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,590,688,750,855,0,0
train_171_005,train,171,5,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,863,231,1603,1055,0,0
train_171_006,train,171,6,truck_Tata,truck,Tata,Tata,1566,488,1739,756,0,0
train_1713_000,train,1713,0,motorcycle_Hero_HFDeluxe,motorcycle,Hero,HFDeluxe,136,596,301,733,0,0
train_1713_001,train,1713,1,motorcycle_TVS_XL100,motorcycle,TVS,XL100,197,583,331,726,0,0
train_1713_002,train,1713,2,scooter_TVS_Wego,scooter,TVS,Wego,1,706,176,1072,0,0
train_1713_003,train,1713,3,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,1134,595,1352,772,0,0
train_1713_004,train,1713,4,car_MarutiSuzuki_Ciaz,car,MarutiSuzuki,Ciaz,1271,605,1920,1064,0,0
train_1713_005,train,1713,5,car_Toyota_Innova,car,Toyota,Innova,767,563,1001,794,0,0
train_1713_006,train,1713,6,motorcycle_Honda_Unicorn,motorcycle,Honda,Unicorn,67,569,233,767,0,0
train_1713_007,train,1713,7,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,1021,613,1104,740,0,0
train_1713_008,train,1713,8,car_Hyundai_Xcent,car,Hyundai,Xcent,221,611,916,1080,0,0
train_1714_000,train,1714,0,autorickshaw_Others,autorickshaw,Others,Others,151,533,580,1024,0,0
train_1714_001,train,1714,1,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,653,682,816,977,0,0
train_1714_002,train,1714,2,motorcycle_Honda_Shine,motorcycle,Honda,Shine,1296,723,1565,1080,0,0
train_1714_003,train,1714,3,motorcycle_Others,motorcycle,Others,Others,1092,616,1177,731,0,0
train_1714_004,train,1714,4,autorickshaw_Others,autorickshaw,Others,Others,826,520,1076,822,0,0
train_1716_000,train,1716,0,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1508,556,1780,824,0,0
train_1716_001,train,1716,1,autorickshaw_Others,autorickshaw,Others,Others,446,533,770,935,0,0
train_1716_002,train,1716,2,motorcycle_Others,motorcycle,Others,Others,1032,608,1132,763,0,0
train_1716_003,train,1716,3,autorickshaw_Others,autorickshaw,Others,Others,802,561,1001,780,0,0
train_1717_000,train,1717,0,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,1301,600,1754,901,0,0
train_1717_001,train,1717,1,truck_Others,truck,Others,Others,1,463,548,1048,0,0
train_1717_002,train,1717,2,truck_Others,truck,Others,Others,803,527,1046,757,0,0
train_1717_003,train,1717,3,scooter_Honda_Dio,scooter,Honda,Dio,756,684,876,896,0,0
train_1718_000,train,1718,0,bus,bus,bus,bus,1,1,477,1043,0,0
train_1718_001,train,1718,1,bus,bus,bus,bus,461,383,581,561,0,0
train_1718_002,train,1718,2,autorickshaw_Others,autorickshaw,Others,Others,743,469,874,634,0,0
train_1718_003,train,1718,3,autorickshaw_Others,autorickshaw,Others,Others,914,467,971,521,0,0
train_1718_004,train,1718,4,bus,bus,bus,bus,1006,475,1013,493,0,0
train_1718_005,train,1718,5,autorickshaw_Others,autorickshaw,Others,Others,852,468,889,516,0,0
train_1718_006,train,1718,6,scooter_Honda_Activa,scooter,Honda,Activa,708,558,835,736,0,0
train_1718_007,train,1718,7,bus,bus,bus,bus,1055,349,1158,527,0,0
train_1718_008,train,1718,8,autorickshaw_Others,autorickshaw,Others,Others,1162,472,1835,1080,0,0
train_1718_009,train,1718,9,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,950,497,1155,659,0,0
train_1718_010,train,1718,10,bus,bus,bus,bus,1101,12,1920,910,0,0
train_1719_000,train,1719,0,autorickshaw_Others,autorickshaw,Others,Others,1682,567,1874,742,0,0
train_1719_001,train,1719,1,motorcycle_TVS_ExcelHeavyDuty,motorcycle,TVS,ExcelHeavyDuty,2,653,88,772,0,0
train_1719_002,train,1719,2,car_MarutiSuzuki_Ciaz,car,MarutiSuzuki,Ciaz,1246,600,1872,978,0,0
train_1719_003,train,1719,3,car_Toyota_Innova,car,Toyota,Innova,797,557,1030,776,0,0
train_1719_004,train,1719,4,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,431,570,636,715,0,0
train_1719_005,train,1719,5,car_Hyundai_Xcent,car,Hyundai,Xcent,391,593,952,1028,0,0
train_1719_006,train,1719,6,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,1153,590,1330,750,0,0
train_1720_000,train,1720,0,motorcycle_TVS_XL100,motorcycle,TVS,XL100,310,484,411,556,0,0
train_1720_001,train,1720,1,bus,bus,bus,bus,631,326,1325,592,0,0
train_1720_002,train,1720,2,scooter_Honda_Activa,scooter,Honda,Activa,227,465,293,565,0,0
train_1722_000,train,1722,0,scooter_Honda_Activa,scooter,Honda,Activa,811,615,937,841,0,0
train_1722_001,train,1722,1,car_Toyota_Innova,car,Toyota,Innova,966,542,1677,1078,0,0
train_1722_002,train,1722,2,mini-bus_Others,mini-bus,Others,Others,1259,404,1719,729,0,0
train_1722_003,train,1722,3,car_TataMotors_Indica,car,TataMotors,Indica,1,625,832,1079,0,0
train_1723_000,train,1723,0,motorcycle_RoyalEnfield_Bullet350,motorcycle,RoyalEnfield,Bullet350,881,666,993,871,0,0
train_1723_001,train,1723,1,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,1661,714,1774,831,0,0
train_1723_002,train,1723,2,car_Chevrolet_Spark,car,Chevrolet,Spark,1249,660,1673,995,0,0
train_1723_003,train,1723,3,truck_Eicher,truck,Eicher,Eicher,1085,537,1216,699,0,0
train_1723_004,train,1723,4,car_TataMotors_Indica,car,TataMotors,Indica,974,623,1125,761,0,0
train_1725_000,train,1725,0,autorickshaw_Mahindra,autorickshaw,Mahindra,Mahindra,420,269,589,511,0,0
train_1725_001,train,1725,1,motorcycle_Bajaj_Discover,motorcycle,Bajaj,Discover,626,382,719,547,0,0
train_1725_002,train,1725,2,car_Toyota_Innova,car,Toyota,Innova,64,341,432,571,0,0
train_1727_000,train,1727,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1408,778,1917,1080,0,0
train_1727_001,train,1727,1,motorcycle_Honda_CBTwister,motorcycle,Honda,CBTwister,0,754,152,1018,0,0
train_1727_002,train,1727,2,bus,bus,bus,bus,241,158,1144,1067,0,0
train_1727_003,train,1727,3,truck_Tata,truck,Tata,Tata,1171,432,1515,917,0,0
train_1727_004,train,1727,4,bus,bus,bus,bus,1554,356,1918,858,0,0
train_1728_000,train,1728,0,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,379,649,548,936,0,0
train_1728_001,train,1728,1,scooter_Honda_Activa,scooter,Honda,Activa,1285,635,1318,672,0,0
train_1728_002,train,1728,2,autorickshaw_Others,autorickshaw,Others,Others,1357,586,1452,702,0,0
train_1728_003,train,1728,3,car_Others,car,Others,Others,842,555,1090,758,0,0
train_173_000,train,173,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1,751,456,1079,0,0
train_173_001,train,173,1,autorickshaw_Others,autorickshaw,Others,Others,71,568,338,790,0,0
train_173_002,train,173,2,car_Others,car,Others,Others,1048,593,1295,777,0,0
train_173_003,train,173,3,car_Hyundai_Xcent,car,Hyundai,Xcent,725,592,918,762,0,0
train_173_004,train,173,4,car_Toyota_Etios,car,Toyota,Etios,1366,586,1555,696,0,0
train_173_005,train,173,5,car_Hyundai_Verna,car,Hyundai,Verna,1668,603,1920,814,0,0
train_1731_000,train,1731,0,scooter_Honda_Activa,scooter,Honda,Activa,857,705,1018,995,0,0
train_1731_001,train,1731,1,motorcycle_RoyalEnfield_Thunderbird350X,motorcycle,RoyalEnfield,Thunderbird350X,1037,698,1197,988,0,0
train_1731_002,train,1731,2,car_Honda_Brv,car,Honda,Brv,971,601,1190,862,0,0
train_1731_003,train,1731,3,bus,bus,bus,bus,1205,1,1919,1079,0,0
train_1732_000,train,1732,0,truck_Eicher,truck,Eicher,Eicher,1347,2,1918,1078,0,0
train_1732_001,train,1732,1,scooter_TVS_Jupiter,scooter,TVS,Jupiter,1205,680,1296,818,0,0
train_1732_002,train,1732,2,motorcycle_Hero_PassionPlus,motorcycle,Hero,PassionPlus,68,856,531,1079,0,0
train_1732_003,train,1732,3,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,774,689,887,835,0,0
train_1732_004,train,1732,4,scooter_TVS_Pep,scooter,TVS,Pep,566,701,706,929,0,0
train_1732_005,train,1732,5,car_TataMotors_Indica,car,TataMotors,Indica,887,660,1257,969,0,0
